"","ID","Age","Gender","Residence.Ownership","number.of.dependants","status"
"1056",1056,42,"MALE","RENT",5,"BAD"
"1057",1057,32,"MALE","OWNED",5,"BAD"
"1058",1058,41,"FEMALE","RENT",3,"GOOD"
"1059",1059,27,"MALE","OWNED",0,"GOOD"
"1060",1060,28,"MALE","RENT",1,"BAD"
"1061",1061,37,"MALE","RENT",3,"BAD"
"1062",1062,41,"MALE","RENT",2,"BAD"
"1063",1063,45,"MALE","PARENTS",3,"GOOD"
"1064",1064,32,"MALE","OWNED",5,"GOOD"
"1065",1065,30,"FEMALE","RENT",5,"BAD"
"1066",1066,35,"MALE","OWNED",4,"BAD"
"1067",1067,35,"FEMALE","OWNED",4,"GOOD"
"1068",1068,29,"MALE","OWNED",0,"GOOD"
"1069",1069,44,"FEMALE","RENT",1,"GOOD"
"1070",1070,39,"FEMALE","RENT",5,"GOOD"
"1071",1071,32,"FEMALE","OTHERS",1,"GOOD"
"1072",1072,41,"MALE","PARENTS",0,"GOOD"
"1073",1073,39,"MALE","OWNED",0,"GOOD"
"1074",1074,30,"MALE","OWNED",5,"BAD"
"1075",1075,30,"MALE","RENT",2,"BAD"
"1076",1076,38,"MALE","OTHERS",0,"GOOD"
"1077",1077,47,"MALE","OWNED",2,"GOOD"
"1078",1078,39,"MALE","RENT",0,"GOOD"
"1079",1079,35,"FEMALE","OWNED",5,"GOOD"
"1080",1080,33,"FEMALE","RENT",2,"BAD"
"1081",1081,40,"MALE","OWNED",5,"GOOD"
"1082",1082,41,"FEMALE","OWNED",1,"GOOD"
"1083",1083,39,"MALE","OWNED",3,"GOOD"
"1084",1084,31,"MALE","OWNED",4,"GOOD"
"1085",1085,24,"MALE","OWNED",1,"GOOD"
"1086",1086,48,"MALE","OWNED",1,"GOOD"
"1087",1087,46,"FEMALE","RENT",4,"BAD"
"1088",1088,36,"MALE","OWNED",4,"GOOD"
"1089",1089,43,"FEMALE","RENT",0,"GOOD"
"1090",1090,43,"MALE","PARENTS",3,"BAD"
"1091",1091,28,"MALE","OWNED",1,"GOOD"
"1092",1092,37,"FEMALE","OWNED",3,"GOOD"
"1093",1093,40,"MALE","OWNED",1,"GOOD"
"1094",1094,33,"MALE","RENT",2,"BAD"
"1095",1095,43,"FEMALE","RENT",3,"BAD"
"1096",1096,29,"MALE","OWNED",0,"BAD"
"1097",1097,36,"MALE","RENT",2,"GOOD"
"1098",1098,44,"FEMALE","RENT",0,"GOOD"
"1099",1099,34,"MALE","OTHERS",4,"BAD"
"1100",1100,39,"FEMALE","OWNED",5,"GOOD"
"1101",1101,27,"MALE","OWNED",1,"GOOD"
"1102",1102,40,"FEMALE","OWNED",3,"GOOD"
"1103",1103,43,"FEMALE","RENT",5,"GOOD"
"1104",1104,33,"MALE","OWNED",0,"GOOD"
"1105",1105,36,"MALE","RENT",3,"BAD"
"1106",1106,30,"FEMALE","PARENTS",4,"BAD"
"1107",1107,42,"FEMALE","OTHERS",3,"BAD"
"1108",1108,40,"MALE","OTHERS",0,"GOOD"
"1109",1109,36,"FEMALE","OWNED",5,"GOOD"
"1110",1110,45,"MALE","OWNED",2,"GOOD"
"1111",1111,30,"FEMALE","OWNED",2,"GOOD"
"1112",1112,24,"FEMALE","PARENTS",1,"BAD"
"1113",1113,36,"FEMALE","OWNED",3,"GOOD"
"1114",1114,33,"FEMALE","RENT",3,"BAD"
"1115",1115,28,"MALE","RENT",1,"BAD"
"1116",1116,57,"MALE","OWNED",1,"GOOD"
"1117",1117,43,"MALE","RENT",4,"BAD"
"1118",1118,33,"MALE","OWNED",4,"GOOD"
"1119",1119,30,"MALE","OWNED",0,"GOOD"
"1120",1120,36,"FEMALE","RENT",5,"BAD"
"1121",1121,38,"MALE","RENT",3,"GOOD"
"1122",1122,42,"MALE","OWNED",0,"GOOD"
"1123",1123,32,"MALE","OWNED",5,"GOOD"
"1124",1124,29,"MALE","OWNED",0,"GOOD"
"1125",1125,33,"MALE","RENT",5,"BAD"
"1126",1126,39,"MALE","OWNED",4,"BAD"
"1127",1127,32,"MALE","RENT",4,"BAD"
"1128",1128,24,"MALE","PARENTS",1,"BAD"
"1129",1129,32,"MALE","OWNED",4,"BAD"
"1130",1130,37,"MALE","RENT",5,"BAD"
"1131",1131,30,"MALE","RENT",5,"BAD"
"1132",1132,34,"MALE","RENT",5,"BAD"
"1133",1133,34,"FEMALE","PARENTS",5,"GOOD"
"1134",1134,34,"FEMALE","OWNED",2,"GOOD"
"1135",1135,29,"MALE","PARENTS",1,"BAD"
"1136",1136,34,"MALE","PARENTS",3,"BAD"
"1137",1137,44,"FEMALE","RENT",4,"BAD"
"1138",1138,23,"FEMALE","PARENTS",0,"GOOD"
"1139",1139,36,"MALE","RENT",1,"GOOD"
"1140",1140,39,"MALE","RENT",1,"GOOD"
"1141",1141,28,"MALE","OTHERS",1,"BAD"
"1142",1142,30,"FEMALE","OWNED",2,"GOOD"
"1143",1143,31,"MALE","OWNED",0,"GOOD"
"1144",1144,38,"FEMALE","OWNED",3,"GOOD"
"1145",1145,41,"MALE","PARENTS",5,"GOOD"
"1146",1146,45,"MALE","OWNED",3,"GOOD"
"1147",1147,36,"FEMALE","OWNED",3,"GOOD"
"1148",1148,38,"MALE","OWNED",3,"BAD"
"1149",1149,43,"MALE","RENT",1,"BAD"
"1150",1150,35,"FEMALE","OWNED",1,"GOOD"
"1151",1151,37,"MALE","OWNED",4,"BAD"
"1152",1152,30,"MALE","OWNED",0,"GOOD"
"1153",1153,32,"FEMALE","OWNED",3,"GOOD"
"1154",1154,41,"FEMALE","OWNED",1,"GOOD"
"1155",1155,28,"MALE","RENT",0,"BAD"
"1156",1156,34,"FEMALE","OWNED",3,"GOOD"
"1157",1157,42,"MALE","PARENTS",0,"GOOD"
"1158",1158,35,"MALE","OWNED",4,"GOOD"
"1159",1159,25,"MALE","OTHERS",1,"BAD"
"1160",1160,41,"MALE","OTHERS",2,"BAD"
"1161",1161,29,"MALE","RENT",0,"BAD"
"1162",1162,33,"FEMALE","OTHERS",1,"GOOD"
"1163",1163,28,"MALE","OWNED",1,"BAD"
"1164",1164,37,"FEMALE","OWNED",2,"GOOD"
"1165",1165,47,"MALE","OWNED",3,"GOOD"
"1166",1166,49,"FEMALE","RENT",0,"GOOD"
"1167",1167,37,"MALE","OWNED",1,"GOOD"
"1168",1168,34,"FEMALE","RENT",4,"BAD"
"1169",1169,32,"FEMALE","OWNED",3,"GOOD"
"1170",1170,35,"FEMALE","OTHERS",2,"GOOD"
"1171",1171,24,"FEMALE","RENT",0,"GOOD"
"1172",1172,34,"FEMALE","OWNED",0,"GOOD"
"1173",1173,28,"MALE","RENT",1,"BAD"
"1174",1174,32,"MALE","PARENTS",4,"BAD"
"1175",1175,36,"FEMALE","PARENTS",3,"GOOD"
"1176",1176,38,"MALE","OWNED",5,"GOOD"
"1177",1177,30,"FEMALE","OWNED",4,"GOOD"
"1178",1178,39,"MALE","PARENTS",5,"BAD"
"1179",1179,28,"MALE","OWNED",0,"BAD"
"1180",1180,33,"MALE","OWNED",1,"GOOD"
"1181",1181,35,"MALE","RENT",3,"BAD"
"1182",1182,36,"MALE","RENT",3,"GOOD"
"1183",1183,46,"MALE","OWNED",3,"GOOD"
"1184",1184,38,"MALE","RENT",5,"BAD"
"1185",1185,35,"FEMALE","RENT",3,"BAD"
"1186",1186,44,"MALE","OWNED",2,"GOOD"
"1187",1187,37,"MALE","RENT",2,"BAD"
"1188",1188,31,"MALE","RENT",3,"GOOD"
"1189",1189,38,"MALE","OWNED",4,"GOOD"
"1190",1190,28,"MALE","OWNED",0,"GOOD"
"1191",1191,40,"FEMALE","OWNED",5,"GOOD"
"1192",1192,39,"MALE","OWNED",4,"GOOD"
"1193",1193,28,"MALE","OWNED",0,"GOOD"
"1194",1194,33,"FEMALE","OWNED",1,"GOOD"
"1195",1195,34,"MALE","OWNED",3,"GOOD"
"1196",1196,29,"MALE","OWNED",1,"GOOD"
"1197",1197,27,"MALE","OWNED",1,"GOOD"
"1198",1198,40,"FEMALE","OWNED",3,"GOOD"
"1199",1199,37,"MALE","RENT",4,"BAD"
"1200",1200,39,"FEMALE","RENT",3,"BAD"
"1201",1201,31,"FEMALE","RENT",2,"BAD"
"1202",1202,34,"FEMALE","OTHERS",1,"GOOD"
"1203",1203,35,"MALE","RENT",5,"BAD"
"1204",1204,28,"MALE","OWNED",0,"GOOD"
"1205",1205,28,"MALE","OWNED",0,"GOOD"
"1206",1206,33,"MALE","OWNED",0,"GOOD"
"1207",1207,30,"FEMALE","OWNED",4,"GOOD"
"1208",1208,40,"FEMALE","OTHERS",2,"GOOD"
"1209",1209,26,"MALE","OWNED",0,"GOOD"
"1210",1210,36,"MALE","OWNED",2,"GOOD"
"1211",1211,37,"MALE","OWNED",0,"GOOD"
"1212",1212,31,"MALE","OWNED",4,"BAD"
"1213",1213,38,"FEMALE","OWNED",5,"GOOD"
"1214",1214,37,"MALE","RENT",4,"BAD"
"1215",1215,36,"MALE","OWNED",4,"BAD"
"1216",1216,37,"MALE","OTHERS",5,"BAD"
"1217",1217,32,"MALE","OWNED",5,"BAD"
"1218",1218,35,"FEMALE","OWNED",1,"GOOD"
"1219",1219,44,"MALE","OWNED",0,"GOOD"
"1220",1220,36,"MALE","OWNED",0,"GOOD"
"1221",1221,34,"MALE","OWNED",5,"GOOD"
"1222",1222,45,"MALE","RENT",5,"GOOD"
"1223",1223,25,"FEMALE","OWNED",1,"GOOD"
"1224",1224,32,"FEMALE","PARENTS",4,"GOOD"
"1225",1225,29,"FEMALE","OWNED",1,"GOOD"
"1226",1226,42,"MALE","RENT",0,"GOOD"
"1227",1227,39,"FEMALE","PARENTS",5,"BAD"
"1228",1228,25,"MALE","OWNED",1,"GOOD"
"1229",1229,40,"MALE","OWNED",2,"GOOD"
"1230",1230,35,"MALE","OWNED",1,"GOOD"
"1231",1231,30,"FEMALE","RENT",1,"BAD"
"1232",1232,40,"MALE","OWNED",1,"GOOD"
"1233",1233,23,"MALE","PARENTS",1,"BAD"
"1234",1234,35,"FEMALE","OWNED",0,"GOOD"
"1235",1235,31,"MALE","OWNED",3,"BAD"
"1236",1236,36,"FEMALE","OWNED",3,"GOOD"
"1237",1237,29,"MALE","OTHERS",1,"BAD"
"1238",1238,35,"FEMALE","OWNED",1,"GOOD"
"1239",1239,37,"MALE","OWNED",5,"GOOD"
"1240",1240,42,"MALE","RENT",5,"BAD"
"1241",1241,31,"MALE","OWNED",3,"BAD"
"1242",1242,34,"FEMALE","OWNED",4,"GOOD"
"1243",1243,37,"FEMALE","RENT",4,"BAD"
"1244",1244,35,"MALE","OWNED",0,"GOOD"
"1245",1245,31,"FEMALE","PARENTS",0,"GOOD"
"1246",1246,36,"MALE","RENT",2,"BAD"
"1247",1247,47,"MALE","RENT",2,"GOOD"
"1248",1248,37,"FEMALE","PARENTS",1,"GOOD"
"1249",1249,39,"MALE","OWNED",4,"GOOD"
"1250",1250,41,"MALE","OTHERS",0,"GOOD"
"1251",1251,30,"MALE","RENT",0,"BAD"
"1252",1252,39,"MALE","OTHERS",0,"BAD"
"1253",1253,40,"FEMALE","RENT",2,"GOOD"
"1254",1254,34,"FEMALE","OWNED",1,"GOOD"
"1255",1255,33,"FEMALE","RENT",2,"BAD"
"1256",1256,39,"FEMALE","OWNED",5,"GOOD"
"1257",1257,38,"MALE","OWNED",2,"GOOD"
"1258",1258,31,"MALE","OWNED",4,"GOOD"
"1259",1259,43,"MALE","OWNED",0,"GOOD"
"1260",1260,34,"MALE","RENT",4,"BAD"
"1261",1261,34,"FEMALE","RENT",5,"BAD"
"1262",1262,38,"MALE","OWNED",0,"GOOD"
"1263",1263,34,"FEMALE","OWNED",3,"GOOD"
"1264",1264,23,"FEMALE","OTHERS",0,"GOOD"
"1265",1265,43,"FEMALE","RENT",4,"BAD"
"1266",1266,35,"FEMALE","RENT",0,"GOOD"
"1267",1267,46,"FEMALE","OWNED",2,"GOOD"
"1268",1268,24,"MALE","PARENTS",0,"BAD"
"1269",1269,42,"MALE","PARENTS",5,"GOOD"
"1270",1270,29,"FEMALE","OWNED",1,"GOOD"
"1271",1271,30,"FEMALE","RENT",5,"BAD"
"1272",1272,43,"MALE","RENT",5,"BAD"
"1273",1273,36,"MALE","OWNED",2,"GOOD"
"1274",1274,29,"MALE","OTHERS",1,"GOOD"
"1275",1275,42,"MALE","OWNED",2,"BAD"
"1276",1276,37,"MALE","OWNED",1,"GOOD"
"1277",1277,32,"MALE","OTHERS",1,"GOOD"
"1278",1278,37,"FEMALE","OWNED",4,"GOOD"
"1279",1279,35,"MALE","OWNED",3,"GOOD"
"1280",1280,28,"MALE","OTHERS",0,"BAD"
"1281",1281,37,"FEMALE","OWNED",4,"GOOD"
"1282",1282,26,"MALE","OWNED",0,"GOOD"
"1283",1283,44,"FEMALE","RENT",3,"BAD"
"1284",1284,36,"MALE","RENT",5,"BAD"
"1285",1285,30,"MALE","OWNED",4,"GOOD"
"1286",1286,21,"MALE","PARENTS",1,"GOOD"
"1287",1287,33,"MALE","RENT",3,"BAD"
"1288",1288,37,"FEMALE","RENT",2,"BAD"
"1289",1289,28,"FEMALE","OWNED",0,"GOOD"
"1290",1290,39,"FEMALE","RENT",1,"GOOD"
"1291",1291,38,"FEMALE","RENT",3,"GOOD"
"1292",1292,36,"FEMALE","OWNED",3,"GOOD"
"1293",1293,30,"FEMALE","OWNED",1,"GOOD"
"1294",1294,37,"MALE","OWNED",0,"GOOD"
"1295",1295,41,"MALE","RENT",4,"BAD"
"1296",1296,45,"MALE","OWNED",4,"GOOD"
"1297",1297,36,"FEMALE","RENT",2,"BAD"
"1298",1298,40,"FEMALE","OWNED",1,"GOOD"
"1299",1299,29,"MALE","OWNED",0,"BAD"
"1300",1300,38,"FEMALE","RENT",1,"GOOD"
"1301",1301,44,"FEMALE","RENT",4,"BAD"
"1302",1302,33,"FEMALE","OWNED",3,"GOOD"
"1303",1303,33,"FEMALE","OWNED",2,"GOOD"
"1304",1304,35,"FEMALE","OTHERS",0,"GOOD"
"1305",1305,41,"FEMALE","RENT",2,"GOOD"
"1306",1306,30,"MALE","RENT",4,"BAD"
"1307",1307,34,"FEMALE","OWNED",3,"GOOD"
"1308",1308,32,"FEMALE","RENT",1,"GOOD"
"1309",1309,34,"MALE","OWNED",3,"BAD"
"1310",1310,28,"MALE","OWNED",1,"BAD"
"1311",1311,29,"MALE","PARENTS",1,"GOOD"
"1312",1312,45,"MALE","OWNED",4,"GOOD"
"1313",1313,38,"MALE","PARENTS",4,"BAD"
"1314",1314,22,"MALE","PARENTS",1,"BAD"
"1315",1315,34,"FEMALE","OTHERS",0,"GOOD"
"1316",1316,34,"MALE","OWNED",2,"GOOD"
"1317",1317,28,"MALE","OWNED",0,"GOOD"
"1318",1318,40,"FEMALE","RENT",4,"BAD"
"1319",1319,30,"MALE","PARENTS",3,"BAD"
"1320",1320,24,"FEMALE","PARENTS",0,"GOOD"
"1321",1321,29,"FEMALE","RENT",0,"GOOD"
"1322",1322,41,"FEMALE","RENT",1,"GOOD"
"1323",1323,32,"FEMALE","RENT",0,"BAD"
"1324",1324,30,"MALE","OWNED",4,"BAD"
"1325",1325,39,"MALE","OTHERS",1,"BAD"
"1326",1326,37,"FEMALE","RENT",0,"GOOD"
"1327",1327,44,"FEMALE","OWNED",0,"GOOD"
"1328",1328,31,"MALE","OWNED",0,"GOOD"
"1329",1329,38,"MALE","RENT",5,"BAD"
"1330",1330,48,"MALE","OWNED",2,"GOOD"
"1331",1331,36,"MALE","OTHERS",4,"BAD"
"1332",1332,30,"FEMALE","RENT",5,"GOOD"
"1333",1333,42,"FEMALE","OWNED",5,"GOOD"
"1334",1334,37,"MALE","OWNED",4,"BAD"
"1335",1335,30,"FEMALE","RENT",3,"BAD"
"1336",1336,31,"MALE","PARENTS",5,"BAD"
"1337",1337,34,"MALE","RENT",4,"BAD"
"1338",1338,30,"MALE","RENT",2,"BAD"
"1339",1339,30,"FEMALE","RENT",5,"BAD"
"1340",1340,36,"FEMALE","RENT",4,"GOOD"
"1341",1341,40,"MALE","RENT",2,"BAD"
"1342",1342,23,"FEMALE","PARENTS",0,"GOOD"
"1343",1343,39,"FEMALE","OWNED",5,"GOOD"
"1344",1344,40,"MALE","OWNED",1,"GOOD"
"1345",1345,44,"FEMALE","OWNED",3,"GOOD"
"1346",1346,32,"FEMALE","PARENTS",5,"GOOD"
"1347",1347,37,"MALE","RENT",0,"GOOD"
"1348",1348,35,"MALE","OTHERS",1,"BAD"
"1349",1349,44,"FEMALE","OTHERS",2,"GOOD"
"1350",1350,29,"FEMALE","OWNED",0,"GOOD"
"1351",1351,47,"MALE","RENT",2,"BAD"
"1352",1352,36,"MALE","OWNED",5,"BAD"
"1353",1353,24,"MALE","PARENTS",1,"BAD"
"1354",1354,42,"MALE","OWNED",1,"GOOD"
"1355",1355,39,"FEMALE","OWNED",2,"GOOD"
"1356",1356,46,"MALE","RENT",1,"GOOD"
"1357",1357,39,"MALE","OWNED",3,"GOOD"
"1358",1358,39,"MALE","RENT",2,"BAD"
"1359",1359,36,"FEMALE","RENT",4,"BAD"
"1360",1360,36,"MALE","OWNED",4,"GOOD"
"1361",1361,33,"MALE","OWNED",2,"BAD"
"1362",1362,31,"FEMALE","RENT",5,"BAD"
"1363",1363,30,"FEMALE","OWNED",3,"GOOD"
"1364",1364,39,"FEMALE","RENT",3,"BAD"
"1365",1365,38,"MALE","OWNED",1,"GOOD"
"1366",1366,29,"MALE","OWNED",1,"GOOD"
"1367",1367,47,"FEMALE","OWNED",5,"GOOD"
"1368",1368,36,"MALE","OWNED",2,"BAD"
"1369",1369,47,"MALE","OTHERS",4,"BAD"
"1370",1370,27,"MALE","OWNED",0,"GOOD"
"1371",1371,25,"MALE","OWNED",1,"BAD"
"1372",1372,31,"FEMALE","OWNED",3,"GOOD"
"1373",1373,39,"MALE","OWNED",3,"BAD"
"1374",1374,44,"FEMALE","OWNED",0,"GOOD"
"1375",1375,37,"MALE","OWNED",0,"GOOD"
"1376",1376,33,"FEMALE","OWNED",4,"BAD"
"1377",1377,29,"FEMALE","OWNED",1,"GOOD"
"1378",1378,35,"FEMALE","RENT",5,"BAD"
"1379",1379,34,"FEMALE","OWNED",1,"GOOD"
"1380",1380,22,"FEMALE","PARENTS",1,"BAD"
"1381",1381,32,"MALE","OWNED",4,"BAD"
"1382",1382,32,"MALE","OTHERS",5,"BAD"
"1383",1383,28,"FEMALE","OWNED",0,"GOOD"
"1384",1384,30,"FEMALE","OTHERS",0,"GOOD"
"1385",1385,32,"FEMALE","OTHERS",1,"BAD"
"1386",1386,28,"MALE","OWNED",0,"GOOD"
"1387",1387,40,"FEMALE","RENT",0,"GOOD"
"1388",1388,34,"MALE","OWNED",4,"GOOD"
"1389",1389,38,"FEMALE","OWNED",0,"GOOD"
"1390",1390,42,"MALE","OWNED",4,"BAD"
"1391",1391,39,"FEMALE","RENT",1,"GOOD"
"1392",1392,30,"MALE","OWNED",0,"GOOD"
"1393",1393,52,"MALE","RENT",1,"GOOD"
"1394",1394,30,"MALE","OWNED",0,"GOOD"
"1395",1395,30,"MALE","RENT",5,"BAD"
"1396",1396,34,"FEMALE","OWNED",0,"GOOD"
"1397",1397,37,"MALE","OWNED",4,"BAD"
"1398",1398,36,"FEMALE","OWNED",3,"GOOD"
"1399",1399,36,"FEMALE","OWNED",4,"BAD"
"1400",1400,36,"MALE","OWNED",3,"GOOD"
"1401",1401,26,"FEMALE","OWNED",1,"GOOD"
"1402",1402,37,"MALE","RENT",3,"BAD"
"1403",1403,28,"MALE","OWNED",0,"GOOD"
"1404",1404,38,"FEMALE","OWNED",2,"GOOD"
"1405",1405,29,"MALE","RENT",1,"BAD"
"1406",1406,33,"MALE","RENT",1,"BAD"
"1407",1407,34,"MALE","RENT",5,"BAD"
"1408",1408,30,"MALE","OWNED",2,"GOOD"
"1409",1409,36,"MALE","OWNED",2,"GOOD"
"1410",1410,36,"MALE","OWNED",4,"GOOD"
"1411",1411,31,"MALE","OWNED",3,"GOOD"
"1412",1412,33,"FEMALE","OWNED",1,"GOOD"
"1413",1413,30,"MALE","OWNED",4,"GOOD"
"1414",1414,38,"MALE","OWNED",2,"GOOD"
"1415",1415,33,"FEMALE","OWNED",5,"GOOD"
"1416",1416,42,"FEMALE","RENT",2,"GOOD"
"1417",1417,40,"MALE","OWNED",2,"GOOD"
"1418",1418,27,"FEMALE","RENT",1,"GOOD"
"1419",1419,35,"MALE","OWNED",3,"GOOD"
"1420",1420,43,"FEMALE","OWNED",1,"GOOD"
"1421",1421,44,"MALE","OWNED",4,"GOOD"
"1422",1422,40,"MALE","OWNED",1,"GOOD"
"1423",1423,31,"MALE","OWNED",0,"GOOD"
"1424",1424,41,"FEMALE","OWNED",0,"GOOD"
"1425",1425,42,"MALE","RENT",1,"BAD"
"1426",1426,35,"MALE","OWNED",2,"GOOD"
"1427",1427,27,"MALE","OTHERS",1,"BAD"
"1428",1428,36,"MALE","OWNED",5,"BAD"
"1429",1429,31,"MALE","RENT",0,"GOOD"
"1430",1430,43,"MALE","OWNED",0,"GOOD"
"1431",1431,30,"MALE","RENT",5,"BAD"
"1432",1432,37,"MALE","OWNED",0,"GOOD"
"1433",1433,42,"MALE","OWNED",3,"GOOD"
"1434",1434,32,"FEMALE","OWNED",0,"GOOD"
"1435",1435,28,"MALE","OWNED",1,"BAD"
"1436",1436,34,"FEMALE","RENT",4,"GOOD"
"1437",1437,45,"FEMALE","RENT",1,"GOOD"
"1438",1438,32,"FEMALE","RENT",4,"GOOD"
"1439",1439,29,"MALE","OWNED",1,"BAD"
"1440",1440,25,"MALE","OWNED",1,"GOOD"
"1441",1441,36,"MALE","RENT",4,"BAD"
"1442",1442,35,"MALE","OWNED",5,"GOOD"
"1443",1443,30,"FEMALE","OWNED",2,"GOOD"
"1444",1444,30,"MALE","OWNED",5,"GOOD"
"1445",1445,34,"MALE","OWNED",1,"GOOD"
"1446",1446,38,"FEMALE","RENT",1,"GOOD"
"1447",1447,25,"MALE","OWNED",0,"BAD"
"1448",1448,41,"MALE","RENT",3,"BAD"
"1449",1449,27,"MALE","RENT",0,"GOOD"
"1450",1450,25,"FEMALE","RENT",0,"BAD"
"1451",1451,23,"FEMALE","OWNED",0,"GOOD"
"1452",1452,22,"FEMALE","PARENTS",0,"GOOD"
"1453",1453,29,"MALE","OWNED",0,"GOOD"
"1454",1454,29,"MALE","RENT",0,"BAD"
"1455",1455,28,"MALE","OWNED",0,"GOOD"
"1456",1456,34,"FEMALE","OWNED",2,"GOOD"
"1457",1457,37,"FEMALE","RENT",2,"GOOD"
"1458",1458,36,"FEMALE","OWNED",2,"GOOD"
"1459",1459,34,"MALE","RENT",4,"BAD"
"1460",1460,31,"FEMALE","OWNED",5,"GOOD"
"1461",1461,39,"MALE","OWNED",1,"GOOD"
"1462",1462,37,"FEMALE","OWNED",2,"GOOD"
"1463",1463,35,"MALE","OWNED",2,"GOOD"
"1464",1464,28,"MALE","RENT",0,"BAD"
"1465",1465,41,"FEMALE","OWNED",2,"GOOD"
"1466",1466,33,"MALE","RENT",0,"GOOD"
"1467",1467,43,"MALE","OWNED",5,"BAD"
"1468",1468,40,"FEMALE","RENT",3,"BAD"
"1469",1469,40,"MALE","RENT",5,"BAD"
"1470",1470,41,"FEMALE","OWNED",3,"GOOD"
"1471",1471,42,"MALE","PARENTS",2,"BAD"
"1472",1472,33,"FEMALE","OWNED",5,"GOOD"
"1473",1473,32,"MALE","OWNED",2,"BAD"
"1474",1474,21,"FEMALE","PARENTS",1,"GOOD"
"1475",1475,46,"MALE","OTHERS",1,"GOOD"
"1476",1476,25,"FEMALE","OWNED",0,"GOOD"
"1477",1477,45,"MALE","OWNED",4,"GOOD"
"1478",1478,37,"FEMALE","RENT",5,"GOOD"
"1479",1479,36,"FEMALE","OWNED",1,"GOOD"
"1480",1480,42,"FEMALE","RENT",2,"GOOD"
"1481",1481,29,"FEMALE","RENT",0,"GOOD"
"1482",1482,38,"FEMALE","PARENTS",1,"GOOD"
"1483",1483,37,"MALE","PARENTS",2,"GOOD"
"1484",1484,37,"MALE","RENT",3,"BAD"
"1485",1485,26,"FEMALE","OWNED",1,"GOOD"
"1486",1486,42,"MALE","OWNED",5,"GOOD"
"1487",1487,41,"FEMALE","RENT",2,"BAD"
"1488",1488,38,"FEMALE","OTHERS",3,"GOOD"
"1489",1489,31,"MALE","RENT",0,"BAD"
"1490",1490,27,"FEMALE","OWNED",1,"GOOD"
"1491",1491,25,"FEMALE","OWNED",1,"GOOD"
"1492",1492,36,"FEMALE","RENT",1,"GOOD"
"1493",1493,30,"MALE","OWNED",2,"GOOD"
"1494",1494,36,"MALE","RENT",3,"GOOD"
"1495",1495,22,"FEMALE","PARENTS",0,"GOOD"
"1496",1496,49,"MALE","OWNED",0,"GOOD"
"1497",1497,42,"MALE","RENT",1,"BAD"
"1498",1498,34,"MALE","OTHERS",5,"BAD"
"1499",1499,45,"FEMALE","OWNED",3,"GOOD"
"1500",1500,35,"MALE","OWNED",4,"GOOD"
"1501",1501,30,"FEMALE","OWNED",5,"GOOD"
"1502",1502,22,"MALE","PARENTS",1,"GOOD"
"1503",1503,54,"MALE","OWNED",1,"GOOD"
"1504",1504,42,"MALE","OWNED",4,"GOOD"
"1505",1505,29,"MALE","OWNED",0,"GOOD"
"1506",1506,37,"MALE","OWNED",5,"BAD"
"1507",1507,38,"MALE","RENT",4,"BAD"
"1508",1508,34,"FEMALE","RENT",4,"BAD"
"1509",1509,42,"FEMALE","OWNED",1,"GOOD"
"1510",1510,33,"MALE","OTHERS",2,"GOOD"
"1511",1511,47,"MALE","OWNED",3,"GOOD"
"1512",1512,38,"MALE","OTHERS",4,"BAD"
"1513",1513,38,"MALE","OWNED",3,"GOOD"
"1514",1514,35,"MALE","OWNED",0,"GOOD"
"1515",1515,35,"FEMALE","RENT",5,"BAD"
"1516",1516,35,"MALE","RENT",2,"BAD"
"1517",1517,43,"MALE","OWNED",4,"GOOD"
"1518",1518,32,"FEMALE","OWNED",3,"GOOD"
"1519",1519,33,"MALE","OWNED",1,"BAD"
"1520",1520,33,"FEMALE","OWNED",4,"GOOD"
"1521",1521,36,"MALE","PARENTS",3,"BAD"
"1522",1522,26,"MALE","OWNED",1,"GOOD"
"1523",1523,36,"MALE","PARENTS",5,"BAD"
"1524",1524,45,"MALE","OWNED",0,"GOOD"
"1525",1525,30,"MALE","OWNED",3,"GOOD"
"1526",1526,44,"FEMALE","OWNED",5,"GOOD"
"1527",1527,33,"FEMALE","RENT",0,"GOOD"
"1528",1528,40,"FEMALE","RENT",1,"GOOD"
"1529",1529,33,"MALE","OWNED",4,"GOOD"
"1530",1530,31,"MALE","OTHERS",1,"GOOD"
"1531",1531,28,"MALE","OWNED",0,"BAD"
"1532",1532,34,"FEMALE","RENT",2,"GOOD"
"1533",1533,38,"FEMALE","OTHERS",5,"BAD"
"1534",1534,35,"FEMALE","RENT",0,"GOOD"
"1535",1535,39,"MALE","OWNED",0,"GOOD"
"1536",1536,35,"MALE","OWNED",2,"GOOD"
"1537",1537,28,"MALE","RENT",0,"BAD"
"1538",1538,28,"MALE","OWNED",1,"BAD"
"1539",1539,36,"FEMALE","RENT",0,"GOOD"
"1540",1540,42,"MALE","OWNED",5,"GOOD"
"1541",1541,24,"MALE","PARENTS",1,"BAD"
"1542",1542,25,"FEMALE","OWNED",0,"GOOD"
"1543",1543,35,"FEMALE","OWNED",5,"GOOD"
"1544",1544,30,"MALE","OWNED",3,"BAD"
"1545",1545,40,"FEMALE","OWNED",1,"GOOD"
"1546",1546,19,"FEMALE","PARENTS",0,"GOOD"
"1547",1547,23,"MALE","PARENTS",1,"BAD"
"1548",1548,35,"MALE","RENT",5,"BAD"
