Age,Marital status,Address,Income,Income Category,Car price,Car price category,Education,Emply,Retired,Employment category,Gender,Length at current residence,Wireless,Multiple lines,Voice mail,Pager,Internet,Caller ID,Call waiting,Own TV,Own  VCR ,Own CD player,Own PDA,Own computer,Own Fax,Read newspapers,Response
30,Single,8,33.00,MIDDLE,16.80,Expensive,S1,4,0,1,Female,1,1,0,1,1,0,1,1,1,1,1,1,No,0,1,1
30,Married,6,27.00,MIDDLE,13.30,Cheap,D3,0,0,1,Female,4,0,0,1,0,1,0,0,1,1,1,0,Yes,0,1,1
56,Single,7,16.00,LOW,7.70,Cheap,D3,16,1,3,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
43,Single,19,50.00,UPPER,24.20,Expensive,S1,14,0,2,Female,1,0,0,0,1,0,0,0,1,1,1,0,No,0,1,1
56,Married,22,61.00,UPPER,30.10,Luxury,D3,11,0,2,Female,3,0,0,1,0,0,0,0,1,1,1,0,No,0,1,1
23,Married,3,44.00,MIDDLE,21.20,Expensive,S1,2,0,1,Female,5,0,0,1,0,1,0,0,1,1,1,0,Yes,0,1,1
19,Married,0,14.00,LOW,6.90,Cheap,D3,0,0,1,Female,4,0,0,0,0,0,0,1,1,1,1,0,Yes,0,1,1
27,Married,1,26.00,MIDDLE,13.10,Cheap,SMA,1,0,1,Male,4,1,0,1,1,0,1,1,1,1,1,1,No,1,1,0
45,Married,9,169.00,HIGH,86.00,Luxury,S2,19,0,3,Male,3,1,0,1,0,0,1,0,1,1,1,0,Yes,0,1,1
39,Single,16,42.00,MIDDLE,20.70,Expensive,S2,11,0,2,Female,2,1,0,1,1,0,1,1,1,1,1,1,Yes,1,1,1
26,Married,4,26.00,MIDDLE,13.00,Cheap,D3,0,0,1,Female,2,1,0,0,1,0,1,0,1,1,1,1,No,1,1,1
64,Married,40,12.00,LOW,5.90,Cheap,SMA,18,1,3,Male,2,0,1,1,1,0,0,1,1,1,1,0,No,0,0,1
42,Married,11,156.00,HIGH,79.50,Luxury,S2,16,0,3,Female,2,0,1,0,0,0,1,1,1,1,1,0,No,0,1,1
49,Single,1,45.00,MIDDLE,22.00,Expensive,D3,7,0,2,Female,1,0,0,0,0,0,0,1,1,1,1,0,No,0,1,1
46,Married,17,35.00,MIDDLE,17.70,Expensive,D3,8,0,2,Female,2,0,1,0,0,0,1,0,1,1,1,1,Yes,0,1,1
23,Single,4,16.00,LOW,7.90,Cheap,SMA,5,0,2,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,0,1
48,Single,14,318.00,HIGH,70.50,Luxury,S1,20,0,3,Male,1,1,0,0,0,9,1,0,1,1,1,1,No,0,1,1
53,Married,7,167.00,HIGH,83.20,Luxury,SMA,29,0,3,Male,3,0,0,0,0,0,0,0,1,1,1,0,No,0,0,1
26,Single,7,30.00,MIDDLE,14.70,Cheap,S2,0,0,1,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
26,Single,0,23.00,LOW,11.40,Cheap,D3,2,0,1,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
38,Single,0,41.00,MIDDLE,19.30,Expensive,SMA,14,0,2,Female,2,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
66,Married,13,19.00,LOW,9.60,Cheap,SMA,41,1,3,Female,2,0,1,1,1,0,1,1,1,1,1,0,No,0,0,0
67,Married,35,149.00,HIGH,73.00,Luxury,S3,24,0,3,Female,2,0,1,0,0,0,0,0,1,1,1,0,Yes,0,0,1
58,Married,4,74.00,UPPER,36.60,Luxury,D3,22,0,3,Male,4,0,0,0,0,0,0,1,1,1,1,0,No,0,0,1
54,Married,19,58.00,UPPER,28.90,Expensive,D3,15,0,3,Male,3,1,1,1,1,8,1,1,1,1,1,1,Yes,1,0,1
43,Married,21,46.00,MIDDLE,23.30,Expensive,SMA,12,0,2,Female,2,0,1,1,1,0,1,0,1,1,1,0,No,0,0,1
49,Single,8,14.00,LOW,7.10,Cheap,S2,5,0,2,Male,1,1,1,0,0,1,1,1,1,1,0,1,Yes,0,1,1
36,Single,7,51.00,UPPER,25.50,Expensive,S1,10,0,2,Male,1,0,0,0,0,0,0,1,1,1,1,0,No,0,1,1
26,Married,2,15.00,LOW,7.70,Cheap,S2,1,0,1,Male,2,1,1,0,0,1,1,1,1,0,1,1,Yes,1,1,1
51,Married,13,52.00,UPPER,25.60,Expensive,D3,5,0,2,Female,2,1,1,1,0,0,1,1,1,1,1,0,No,1,1,1
29,Single,4,57.00,UPPER,28.70,Expensive,S2,1,0,1,Male,1,1,1,1,0,1,0,1,1,1,1,0,Yes,0,1,1
45,Married,19,69.00,UPPER,35.10,Luxury,D3,27,0,3,Female,6,0,1,0,0,0,1,1,1,1,1,1,Yes,1,1,1
40,Single,18,53.00,UPPER,26.00,Expensive,S3,3,0,1,Female,2,0,0,1,0,1,0,0,1,1,1,0,Yes,0,0,0
39,Single,18,19.00,LOW,9.50,Cheap,SMA,1,0,1,Male,1,0,0,1,1,0,1,0,1,1,1,0,Yes,0,0,0
57,Married,12,14.00,LOW,7.00,Cheap,S2,1,1,1,Female,4,0,1,1,0,0,0,0,1,1,1,0,Yes,0,0,1
47,Married,17,54.00,UPPER,27.40,Expensive,D3,6,0,2,Female,4,0,0,1,0,0,0,0,1,1,1,0,No,0,0,1
45,Married,22,42.00,MIDDLE,21.40,Expensive,S1,4,0,1,Male,3,0,1,0,0,0,1,1,1,1,1,1,No,0,1,1
57,Married,26,99.00,HIGH,49.10,Luxury,S2,20,0,3,Male,2,0,1,0,1,1,0,0,1,1,1,0,Yes,0,0,1
55,Married,30,391.00,HIGH,70.90,Luxury,S2,31,0,3,Male,3,0,1,1,0,1,0,1,1,1,1,0,No,0,0,1
31,Single,8,57.00,UPPER,28.20,Expensive,S2,7,0,2,Male,1,1,1,0,0,1,0,0,1,1,1,0,Yes,0,1,1
36,Single,9,36.00,MIDDLE,17.80,Expensive,S3,5,0,2,Female,1,1,0,0,0,0,0,1,1,1,1,1,Yes,1,1,1
31,Single,11,54.00,UPPER,26.80,Expensive,S1,10,0,2,Female,2,1,0,1,0,1,1,1,1,1,1,1,No,0,1,1
36,Single,0,56.00,UPPER,28.60,Expensive,D3,13,0,2,Male,1,0,1,0,0,8,1,0,1,1,1,0,No,1,1,1
52,Married,29,81.00,HIGH,39.90,Luxury,D3,17,0,3,Male,2,0,0,0,0,0,1,0,1,1,1,0,No,0,0,1
52,Married,22,184.00,HIGH,92.30,Luxury,S2,28,0,3,Male,2,1,1,1,0,0,0,1,1,1,1,1,Yes,0,0,1
31,Single,12,17.00,LOW,8.40,Cheap,D3,4,0,1,Male,2,0,0,0,0,0,0,0,0,0,1,0,No,0,1,1
38,Married,10,42.00,MIDDLE,21.30,Expensive,S2,2,0,1,Male,5,1,0,1,0,1,0,1,1,1,1,1,Yes,1,1,1
28,Single,8,48.00,MIDDLE,24.60,Expensive,S2,4,0,1,Male,3,0,0,0,0,1,0,0,1,1,1,0,Yes,0,1,1
38,Married,4,153.00,HIGH,75.70,Luxury,S2,12,0,2,Female,4,0,0,0,1,0,0,1,1,1,1,0,No,0,0,1
38,Single,18,57.00,UPPER,27.80,Expensive,D3,10,0,2,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
58,Married,22,64.00,UPPER,32.40,Luxury,S1,25,0,3,Male,3,0,1,1,1,0,0,0,1,1,1,0,No,0,0,0
30,Married,3,38.00,MIDDLE,19.00,Expensive,SMA,4,0,1,Female,2,0,0,1,0,0,1,1,1,1,0,0,No,0,1,1
52,Married,23,184.00,HIGH,91.30,Luxury,SMA,21,0,3,Male,2,0,0,0,1,0,1,1,1,1,1,0,Yes,0,0,1
34,Single,4,36.00,MIDDLE,18.10,Expensive,S2,7,0,2,Male,3,0,1,0,0,0,1,0,1,1,1,0,Yes,0,1,1
44,Single,9,34.00,MIDDLE,16.50,Expensive,S1,6,0,2,Female,1,1,0,0,1,0,1,1,1,1,1,0,No,0,0,1
32,Single,2,61.00,UPPER,30.30,Luxury,S2,7,0,2,Male,1,0,0,1,0,0,0,0,1,1,1,0,Yes,0,1,1
49,Single,30,105.00,HIGH,52.70,Luxury,S1,20,0,3,Male,1,0,1,1,1,0,1,0,1,1,1,0,No,0,0,1
24,Single,0,22.00,LOW,11.30,Cheap,S2,0,0,1,Male,1,1,0,1,1,0,1,1,1,1,1,0,Yes,1,1,1
31,Single,11,30.00,MIDDLE,14.70,Cheap,S3,0,0,1,Female,1,0,1,0,0,1,0,0,1,1,1,0,Yes,0,1,1
42,Single,4,86.00,HIGH,42.60,Luxury,S1,18,0,3,Male,3,1,1,0,1,0,1,1,1,1,1,0,Yes,0,1,1
38,Single,3,30.00,MIDDLE,14.80,Cheap,D3,13,0,2,Female,1,1,0,0,0,0,1,0,1,1,1,0,Yes,1,1,1
38,Married,11,73.00,UPPER,35.90,Luxury,S1,1,0,1,Female,2,0,0,0,1,1,0,0,1,1,1,1,No,0,1,1
42,Married,7,66.00,UPPER,34.00,Luxury,SMA,13,0,2,Male,4,1,1,1,1,0,1,0,1,1,1,0,No,1,0,1
23,Married,1,15.00,LOW,7.40,Cheap,SMA,2,0,1,Male,5,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
41,Single,21,57.00,UPPER,28.00,Expensive,S2,5,0,2,Female,2,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
49,Single,0,115.00,HIGH,58.80,Luxury,SMA,32,0,3,Male,1,0,0,1,0,0,1,1,1,1,1,0,Yes,0,1,1
36,Single,9,75.00,HIGH,38.00,Luxury,D3,11,0,2,Female,1,1,0,1,1,0,1,1,1,1,1,1,Yes,1,0,1
41,Single,1,24.00,LOW,11.70,Cheap,SMA,1,0,1,Female,1,0,0,0,0,9,1,0,1,0,1,0,No,0,0,1
43,Married,6,97.00,HIGH,48.10,Luxury,SMA,18,0,3,Male,2,0,1,0,0,0,0,0,1,1,1,0,No,0,0,1
55,Married,16,25.00,MIDDLE,12.50,Cheap,SMA,0,0,1,Female,4,0,0,0,1,0,1,0,1,1,1,0,No,0,1,1
51,Single,28,81.00,HIGH,40.60,Luxury,S1,14,0,2,Female,1,0,1,0,0,0,0,0,1,1,1,0,Yes,0,0,1
46,Single,6,165.00,HIGH,83.60,Luxury,S3,9,0,2,Female,4,1,0,0,0,0,0,1,1,1,1,1,Yes,0,1,1
31,Married,2,29.00,MIDDLE,14.10,Cheap,SMA,8,0,2,Female,3,0,0,1,0,1,1,1,1,1,1,0,No,0,1,1
35,Single,13,47.00,MIDDLE,23.60,Expensive,S1,8,0,2,Male,1,0,0,0,0,0,0,0,1,1,1,0,Yes,0,0,1
62,Single,42,59.00,UPPER,30.60,Luxury,S2,7,0,2,Male,1,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
43,Single,21,47.00,MIDDLE,22.00,Expensive,D3,12,0,2,Male,1,0,0,1,0,0,1,0,1,1,1,0,No,0,0,1
48,Married,11,35.00,MIDDLE,17.40,Expensive,S2,0,0,1,Female,6,1,0,1,1,1,1,1,1,1,1,1,Yes,1,1,1
47,Single,11,245.00,HIGH,72.40,Luxury,SMA,30,0,3,Female,1,1,1,1,1,0,1,1,1,1,1,1,No,0,1,1
31,Single,8,26.00,MIDDLE,13.20,Cheap,S2,0,0,1,Male,1,1,1,0,0,1,1,0,1,1,1,0,Yes,1,1,1
55,Single,8,472.00,HIGH,76.00,Luxury,S2,27,0,3,Female,1,1,1,1,1,1,1,0,1,1,1,0,Yes,0,0,1
66,Married,8,165.00,HIGH,80.80,Luxury,SMA,39,0,3,Male,2,0,0,0,0,0,1,1,1,1,1,0,No,0,1,1
46,Single,25,38.00,MIDDLE,18.90,Expensive,S1,7,0,2,Female,3,1,0,0,1,0,1,1,1,1,1,1,Yes,1,0,0
31,Single,6,37.00,MIDDLE,17.90,Expensive,SMA,11,0,2,Male,4,0,0,0,0,0,0,0,1,1,1,0,No,0,1,0
51,Single,18,16.00,LOW,7.90,Cheap,SMA,3,0,1,Male,1,1,0,0,1,0,0,1,1,1,1,1,No,0,0,1
50,Married,9,62.00,UPPER,31.00,Luxury,D3,8,0,2,Male,2,0,0,1,1,0,0,1,1,1,1,0,No,0,1,1
45,Single,24,73.00,UPPER,36.20,Luxury,SMA,19,0,3,Male,1,0,0,1,0,0,1,1,1,1,1,0,No,0,0,1
38,Single,2,23.00,LOW,11.70,Cheap,SMA,3,0,1,Male,1,0,0,0,0,0,0,1,1,1,1,0,No,0,0,0
63,Married,25,411.00,HIGH,68.90,Luxury,SMA,45,0,3,Female,2,0,1,1,1,0,1,1,1,1,1,0,Yes,0,0,1
34,Single,7,37.00,MIDDLE,18.60,Expensive,D3,13,0,2,Male,1,0,0,0,0,0,1,0,1,1,1,0,No,0,1,1
43,Married,24,146.00,HIGH,73.00,Luxury,S1,12,0,2,Female,5,1,1,0,1,1,1,1,1,1,1,1,Yes,1,0,1
32,Married,2,29.00,MIDDLE,14.40,Cheap,SMA,1,0,1,Female,2,0,0,0,0,0,0,0,1,1,1,0,No,0,0,1
54,Single,13,31.00,MIDDLE,15.20,Expensive,SMA,1,0,1,Male,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
60,Single,9,160.00,HIGH,79.30,Luxury,D3,33,0,3,Male,1,1,0,1,0,0,1,0,1,1,1,0,No,0,0,1
37,Single,2,95.00,HIGH,46.70,Luxury,D3,7,0,2,Male,1,1,0,1,0,0,1,1,1,1,1,0,No,0,1,1
28,Married,5,49.00,MIDDLE,24.50,Expensive,S2,4,0,1,Female,4,1,1,0,0,1,0,0,1,1,1,1,Yes,0,1,1
27,Married,5,68.00,UPPER,34.30,Luxury,S2,2,0,1,Male,4,1,0,0,0,1,0,0,1,1,1,0,No,0,1,1
41,Married,22,34.00,MIDDLE,17.30,Expensive,S2,4,0,1,Female,2,0,0,0,0,0,0,1,1,1,1,0,Yes,1,1,1
31,Single,8,41.00,MIDDLE,20.80,Expensive,S3,4,0,1,Male,2,1,1,0,0,1,0,0,1,1,1,0,Yes,0,1,1
20,Single,1,15.00,LOW,7.50,Cheap,D3,0,0,1,Male,3,0,1,1,0,1,0,0,1,1,0,0,Yes,1,1,1
37,Single,16,37.00,MIDDLE,18.50,Expensive,S3,3,0,1,Female,1,1,1,0,0,1,0,0,1,1,1,0,Yes,1,0,0
50,Single,4,27.00,MIDDLE,13.50,Cheap,SMA,1,0,1,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,0,1
53,Single,29,29.00,MIDDLE,14.30,Cheap,D3,1,0,1,Male,1,0,0,0,0,1,0,0,1,1,1,0,No,0,1,1
37,Married,3,48.00,MIDDLE,23.60,Expensive,D3,13,0,2,Male,6,1,1,1,1,1,1,1,1,1,1,0,Yes,0,0,1
48,Married,21,150.00,HIGH,75.70,Luxury,D3,25,0,3,Male,3,0,0,0,0,0,1,1,1,1,1,0,No,0,0,1
41,Single,6,47.00,MIDDLE,23.30,Expensive,SMA,14,0,2,Male,1,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
57,Single,11,80.00,HIGH,38.50,Luxury,SMA,26,0,3,Male,1,0,1,1,0,0,0,1,1,1,1,0,Yes,0,0,1
47,Married,2,31.00,MIDDLE,15.30,Expensive,S2,7,0,2,Female,2,0,0,0,0,1,0,0,1,1,1,0,Yes,0,1,0
29,Single,6,44.00,MIDDLE,21.90,Expensive,S2,3,0,1,Male,1,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
50,Married,7,115.00,HIGH,56.40,Luxury,SMA,23,0,3,Female,2,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
46,Married,3,97.00,HIGH,49.60,Luxury,S2,12,0,2,Female,2,0,0,1,0,0,1,0,1,1,1,0,No,0,1,1
47,Single,18,97.00,HIGH,47.30,Luxury,D3,18,0,3,Female,1,0,1,1,1,0,1,0,1,1,1,0,Yes,0,0,1
38,Married,4,119.00,HIGH,58.90,Luxury,S2,6,0,2,Male,5,0,0,0,0,1,0,0,1,1,1,0,Yes,0,1,0
38,Married,19,65.00,UPPER,31.60,Luxury,S3,9,0,2,Male,2,1,1,0,0,0,1,0,1,1,1,0,Yes,0,1,1
39,Single,6,64.00,UPPER,32.60,Luxury,D3,17,0,3,Male,1,0,0,1,0,0,1,1,1,1,1,0,No,0,0,1
35,Single,7,37.00,MIDDLE,18.50,Expensive,S1,5,0,2,Male,1,0,0,0,0,1,0,0,1,1,1,0,Yes,0,1,1
49,Married,8,28.00,MIDDLE,14.00,Cheap,D3,9,0,2,Male,2,1,0,0,0,0,0,1,1,1,1,0,Yes,0,0,1
46,Married,4,34.00,MIDDLE,16.70,Expensive,SMA,13,0,2,Male,2,1,0,0,0,0,1,1,1,1,1,1,No,0,0,1
59,Single,17,27.00,MIDDLE,12.90,Cheap,S2,34,1,3,Female,1,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
24,Single,2,23.00,LOW,11.60,Cheap,D3,2,0,1,Female,1,0,1,0,0,1,0,0,1,1,1,0,Yes,0,0,0
52,Single,11,76.00,HIGH,37.20,Luxury,S3,11,0,2,Female,1,1,1,0,0,1,1,1,1,1,1,1,Yes,1,0,1
38,Married,17,22.00,LOW,10.70,Cheap,S2,0,0,1,Male,2,1,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
40,Single,7,30.00,MIDDLE,15.10,Expensive,S2,4,0,1,Female,1,1,1,1,0,1,1,0,1,1,0,1,Yes,1,1,0
21,Married,0,25.00,MIDDLE,12.60,Cheap,S1,0,0,1,Male,3,0,1,0,0,0,0,1,1,1,1,0,Yes,1,1,1
44,Single,20,53.00,UPPER,26.80,Expensive,S2,1,0,1,Female,3,0,0,1,0,0,0,1,1,1,1,1,Yes,0,1,1
29,Single,5,32.00,MIDDLE,16.10,Expensive,SMA,6,0,2,Male,3,0,0,1,0,8,1,1,1,1,1,0,No,0,1,1
41,Single,19,31.00,MIDDLE,15.20,Expensive,S2,1,0,1,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,0,1
39,Married,3,28.00,MIDDLE,13.90,Cheap,S3,1,0,1,Female,2,1,1,1,0,0,0,0,1,1,1,0,No,1,0,1
35,Single,3,90.00,HIGH,45.30,Luxury,S1,4,0,1,Male,4,1,1,0,1,0,1,1,1,1,1,1,No,0,1,1
38,Married,9,35.00,MIDDLE,17.60,Expensive,D3,4,0,1,Female,6,0,1,1,0,0,1,1,1,1,1,0,No,0,0,0
60,Married,1,51.00,UPPER,25.10,Expensive,D3,20,0,3,Male,2,0,1,1,1,0,0,1,1,1,1,0,No,0,0,1
54,Married,17,445.00,HIGH,78.40,Luxury,S3,18,0,3,Female,4,0,0,0,0,1,0,0,1,1,1,0,Yes,1,0,1
69,Married,17,15.00,LOW,7.60,Cheap,SMA,21,1,3,Male,2,0,0,1,1,1,1,0,1,1,1,0,No,0,0,1
52,Single,15,134.00,HIGH,67.70,Luxury,S1,25,0,3,Female,1,1,1,1,0,0,1,1,1,1,1,1,No,1,0,1
27,Single,0,29.00,MIDDLE,14.80,Cheap,D3,6,0,2,Female,1,0,0,0,0,0,0,1,1,1,1,0,Yes,0,1,1
29,Married,2,24.00,LOW,12.30,Cheap,S1,0,0,1,Female,6,1,1,0,0,0,0,0,1,1,1,0,Yes,0,1,1
43,Married,11,49.00,MIDDLE,23.90,Expensive,S1,7,0,2,Female,2,0,1,1,0,0,1,1,1,1,1,0,No,0,1,0
45,Single,26,29.00,MIDDLE,14.40,Cheap,S1,0,0,1,Female,1,0,1,1,0,0,1,1,1,1,1,0,No,0,0,1
35,Married,2,17.00,LOW,8.60,Cheap,S2,3,0,1,Female,4,0,0,0,0,0,1,0,1,1,1,0,No,0,1,1
53,Married,12,190.00,HIGH,95.90,Luxury,S1,21,0,3,Male,2,1,1,1,0,0,0,1,1,1,1,1,No,1,1,1
56,Single,28,41.00,MIDDLE,21.40,Expensive,D3,12,0,2,Male,1,1,1,1,1,1,0,1,1,1,1,1,Yes,1,0,1
54,Single,32,49.00,MIDDLE,25.50,Expensive,S2,3,0,1,Male,1,1,1,0,0,0,0,0,1,1,1,0,No,0,0,0
77,Single,11,21.00,LOW,10.30,Cheap,D3,6,1,2,Male,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
39,Married,19,43.00,MIDDLE,21.70,Expensive,S1,5,0,2,Female,2,0,1,0,0,0,0,0,1,1,1,0,Yes,0,1,1
36,Married,6,35.00,MIDDLE,17.20,Expensive,S3,5,0,2,Female,2,1,1,0,0,1,1,1,1,1,1,1,Yes,1,1,1
33,Single,0,46.00,MIDDLE,22.90,Expensive,SMA,13,0,2,Male,2,1,0,1,1,0,1,1,1,1,1,1,No,1,0,0
30,Single,7,45.00,MIDDLE,22.30,Expensive,S1,1,0,1,Female,2,1,0,1,1,0,1,0,1,1,1,0,No,0,1,1
39,Single,0,37.00,MIDDLE,18.80,Expensive,SMA,3,0,1,Female,1,0,0,1,0,8,0,0,1,1,1,0,No,0,0,1
40,Married,12,84.00,HIGH,41.70,Luxury,D3,19,0,3,Female,5,0,1,0,0,0,0,0,1,1,1,0,No,0,0,1
49,Single,8,25.00,MIDDLE,12.10,Cheap,D3,8,0,2,Female,1,0,0,0,0,0,0,1,1,1,1,0,No,0,1,1
25,Single,2,35.00,MIDDLE,17.40,Expensive,S2,0,0,1,Female,3,0,1,0,0,0,0,0,1,1,1,0,No,0,1,1
64,Married,36,107.00,HIGH,53.90,Luxury,D3,25,0,3,Male,3,1,1,0,1,0,1,1,1,1,1,0,No,1,0,1
51,Single,23,62.00,UPPER,30.60,Luxury,D3,6,0,2,Male,1,0,0,0,0,1,0,1,1,1,1,0,No,0,0,1
31,Married,3,43.00,MIDDLE,20.30,Expensive,S1,7,0,2,Female,3,0,1,0,0,0,0,1,1,1,1,0,Yes,0,1,1
43,Married,5,67.00,UPPER,33.90,Luxury,D3,22,0,3,Female,4,1,1,1,1,9,0,1,1,1,1,1,No,1,0,1
57,Single,31,87.00,HIGH,42.90,Luxury,SMA,19,0,3,Male,2,0,0,1,0,1,1,0,1,1,1,0,No,0,0,1
32,Single,0,29.00,MIDDLE,14.90,Cheap,SMA,7,0,2,Male,4,0,1,1,0,1,0,0,1,1,1,0,Yes,0,0,0
60,Married,10,77.00,HIGH,39.90,Luxury,SMA,18,0,3,Male,2,0,0,1,1,0,1,1,1,1,1,0,No,0,0,1
32,Single,8,20.00,LOW,9.70,Cheap,SMA,2,0,1,Male,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
60,Single,9,18.00,LOW,8.90,Cheap,D3,21,1,3,Male,1,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
34,Married,13,40.00,MIDDLE,20.50,Expensive,S3,7,0,2,Female,5,1,1,1,0,1,1,1,1,1,1,1,Yes,1,0,1
54,Married,31,89.00,HIGH,45.80,Luxury,D3,22,0,3,Female,2,0,0,1,0,0,0,0,1,1,1,0,No,0,0,1
42,Single,14,53.00,UPPER,26.90,Expensive,S1,6,0,2,Female,1,1,0,1,0,1,1,1,1,1,1,0,No,0,1,0
23,Single,2,48.00,MIDDLE,22.80,Expensive,S2,0,0,1,Female,1,0,0,0,0,1,1,1,1,1,1,1,Yes,1,0,1
37,Single,0,63.00,UPPER,30.90,Luxury,S3,7,0,2,Female,1,1,1,1,1,0,1,1,1,1,1,0,No,0,1,1
50,Married,12,38.00,MIDDLE,18.60,Expensive,D3,2,0,1,Female,6,1,1,1,1,0,1,1,1,1,1,0,No,0,0,0
35,Single,4,37.00,MIDDLE,18.40,Expensive,SMA,17,0,3,Female,1,1,0,1,0,1,0,0,1,1,1,0,Yes,0,1,1
45,Single,8,42.00,MIDDLE,20.20,Expensive,S3,5,0,2,Male,1,0,1,0,0,1,1,0,1,1,1,1,Yes,1,0,1
41,Married,1,72.00,UPPER,36.30,Luxury,S2,4,0,1,Female,7,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
49,Single,5,49.00,MIDDLE,24.20,Expensive,D3,0,0,1,Male,1,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
74,Single,20,16.00,LOW,8.00,Cheap,SMA,33,1,3,Male,1,0,1,1,1,0,0,1,1,1,1,0,No,0,0,1
28,Single,6,21.00,LOW,10.20,Cheap,S1,0,0,1,Female,1,1,0,1,0,1,1,0,1,1,1,1,Yes,0,1,1
36,Single,7,17.00,LOW,8.30,Cheap,D3,3,0,1,Male,1,1,0,1,0,0,0,1,1,1,1,1,Yes,1,1,0
44,Married,15,42.00,MIDDLE,21.50,Expensive,S2,16,0,3,Female,4,1,1,0,0,0,0,0,1,1,1,0,No,0,0,1
34,Married,6,33.00,MIDDLE,16.20,Expensive,S2,8,0,2,Female,4,1,1,1,1,1,1,1,1,1,1,1,No,1,0,1
29,Married,5,67.00,UPPER,33.70,Luxury,S2,3,0,1,Male,7,0,0,0,0,8,0,0,1,1,1,0,No,0,1,1
41,Single,0,41.00,MIDDLE,20.70,Expensive,SMA,13,0,2,Male,1,0,0,1,1,0,0,0,1,1,1,0,No,0,0,1
30,Married,4,27.00,MIDDLE,13.10,Cheap,S1,2,0,1,Female,5,1,1,0,0,1,1,1,1,1,1,0,Yes,0,1,1
46,Married,13,74.00,UPPER,36.30,Luxury,S1,5,0,2,Female,4,1,1,1,1,0,1,1,1,1,1,1,Yes,1,0,1
37,Married,3,27.00,MIDDLE,13.40,Cheap,S3,1,0,1,Female,2,1,1,0,0,1,1,0,1,1,1,1,Yes,0,1,1
46,Married,14,35.00,MIDDLE,17.60,Expensive,S1,4,0,1,Female,4,0,0,1,1,0,1,0,1,1,1,0,No,0,0,1
51,Married,0,75.00,HIGH,37.10,Luxury,S1,17,0,3,Female,4,0,0,0,0,0,1,1,1,1,1,1,No,0,1,1
38,Single,8,15.00,LOW,7.40,Cheap,S1,2,0,1,Male,1,0,1,1,0,1,0,0,1,1,1,0,No,0,1,1
39,Married,7,30.00,MIDDLE,14.80,Cheap,SMA,18,0,3,Male,2,0,0,0,0,0,0,0,1,1,1,0,No,0,0,1
53,Single,20,65.00,UPPER,31.70,Luxury,D3,15,0,3,Female,1,1,0,1,0,0,1,1,1,1,1,1,Yes,1,0,1
31,Married,2,95.00,HIGH,46.20,Luxury,S2,6,0,2,Female,2,0,1,1,0,1,0,0,1,1,1,0,Yes,0,1,1
29,Married,10,25.00,MIDDLE,12.40,Cheap,D3,6,0,2,Female,3,0,0,1,0,0,0,0,1,1,1,0,No,0,1,1
47,Single,11,40.00,MIDDLE,19.30,Expensive,D3,11,0,2,Male,1,0,0,0,0,0,1,1,1,1,1,0,Yes,0,1,0
34,Single,12,120.00,HIGH,60.80,Luxury,D3,14,0,2,Female,1,1,1,0,1,1,1,1,1,1,1,1,Yes,0,0,1
25,Married,3,26.00,MIDDLE,13.10,Cheap,S1,0,0,1,Female,3,1,0,0,0,1,0,0,1,0,1,0,Yes,0,1,1
28,Married,1,19.00,LOW,9.60,Cheap,S2,0,0,1,Male,3,0,0,0,1,8,0,1,1,1,1,1,Yes,0,1,1
47,Married,24,107.00,HIGH,54.60,Luxury,S2,14,0,2,Male,3,1,0,1,1,0,1,1,1,1,1,1,No,0,0,1
56,Single,17,101.00,HIGH,50.20,Luxury,SMA,19,0,3,Female,1,0,0,0,0,0,1,1,1,1,1,0,No,0,1,1
64,Single,38,10.00,LOW,4.90,Cheap,SMA,22,1,3,Female,1,0,0,0,0,0,1,0,1,0,0,0,No,0,0,0
40,Single,3,66.00,UPPER,32.60,Luxury,SMA,15,0,3,Male,1,0,0,0,0,8,0,0,1,1,1,0,No,0,1,1
38,Married,6,103.00,HIGH,51.20,Luxury,D3,18,0,3,Female,6,1,1,0,0,0,0,0,1,1,1,0,Yes,0,1,1
